1,1990443570,1,BOYLE,JASON,7,11/14/1980,M,W,**********,BOYLE,JASON,**/**/****,*,*,5,1,1
1,1990443570,2595,JASON,BOYLE,96,11/14/1980,M,W,**********,JASON,BOYLE,**/**/****,*,*,5,1,1
2,1000027594,5185,CHARLES,ALBUQUERQUE,4,07/10/1930,M,W,**********,*******,***********,**/**/****,*,*,1,1,1
2,1000027594,5162,CHARLES,ALBUQUERQUE,3,07/10/1930,M,W,**********,*******,***********,**/**/****,*,*,1,1,1
3,1995553862,6270,CHRISTOPHER,PAGE,340,05/10/1975,M,W,**********,******OPH*R,****,**/**/****,M,*,4,1,0
3,1995553862,161,CHRISTIE,PAGE,322,05/10/1975,F,W,**********,******I__*_,****,**/**/****,F,*,4,1,0
4,1020057626,3,JORENE,OWNBEY,4,10/30/1942,F,W,**********,******,OWNBEY,**/**/****,*,*,2,1,1
4,1020057626,3,JORENE,LEHR,9,10/30/1942,F,W,**********,******,LEHR,**/**/****,*,*,2,1,1
5,1026342415,464,YVONNE,ALEXANDER,1707,08/22/1957,F,B,**********,Y**N*E,*********,**/**/****,*,*,3,1,1
5,1026342415,9,EVON,ALEXANDER,1674,08/22/1957,F,B,**********,E**_*_,*********,**/**/****,*,*,3,1,1
